category	author	source	rating	sourcetype	rights	year	sourceid	title	body	rightsowner	webpage	minortitle	sourcelink	authorlink	dateadded	authorinfo	itemid	publisher	city	pages	authorfilename	authorwikimediapage	authorlastnamefirst	authorlastnamestrong	linkedtags	linkedtags2	sourceline	rightsline
Practopian	Gilbert Murray	Five Stages of Greek Religion	3	Book			1153825074	Hard Discipline of Reasonableness and Honesty	<p> The great thing to remember is that the mind of man cannot be enlightened permanently by merely teaching him to reject some particular set of superstitions. There is an infinite supply of other superstitions always at hand; and the mind that desires such things, that is, the mind that has not trained itself to the hard discipline of reasonableness and honesty, will, as soon as its devils are cast out, proceed to fill itself with their relations. </p>						2010-04-16T22:12:13-07:00		176				gilbert-murray	Gilbert_Murray	Murray, Gilbert	Gilbert <strong>Murray</strong>	practopian.html	practopian.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Five Stages of Greek Religion</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1153825074/portablewisdo-20' class='isbn'>1153825074</a> 	
thinking	Gilbert Murray	Five Stages of Greek Religion	3	Book			1153825074	Hard Discipline of Reasonableness and Honesty	<p> The great thing to remember is that the mind of man cannot be enlightened permanently by merely teaching him to reject some particular set of superstitions. There is an infinite supply of other superstitions always at hand; and the mind that desires such things, that is, the mind that has not trained itself to the hard discipline of reasonableness and honesty, will, as soon as its devils are cast out, proceed to fill itself with their relations. </p>						2010-04-16T22:12:13-07:00		176				gilbert-murray	Gilbert_Murray	Murray, Gilbert	Gilbert <strong>Murray</strong>	thinking.html	thinking.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Five Stages of Greek Religion</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1153825074/portablewisdo-20' class='isbn'>1153825074</a> 	
Communication	Jakob Nielsen	Designing Web Usability: The Practice of Simplicity	3	Book	Copyright	2000	156205810X	Intranet Maintenance	<p> Intranet maintenance should be seen as a regular part of everybody's job; it's the part of the job that ensures that others can benefit from what you have done. </p>	New Riders Publishing					2006-11-30T14:29:31-08:00		177				jakob-nielsen	Jakob_Nielsen	Nielsen, Jakob	Jakob <strong>Nielsen</strong>	communication.html	communication.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Designing Web Usability: The Practice of Simplicity</cite>, <span class='datepublished'>2000</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/156205810X/portablewisdo-20' class='isbn'>156205810X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2000</span> by <span class='rightsowner'>New Riders Publishing</span>
Pagan Tuna	Jakob Nielsen	Designing Web Usability: The Practice of Simplicity	3	Book	Copyright	2000	156205810X	Intranet Maintenance	<p> Intranet maintenance should be seen as a regular part of everybody's job; it's the part of the job that ensures that others can benefit from what you have done. </p>	New Riders Publishing					2006-11-30T14:29:31-08:00		177				jakob-nielsen	Jakob_Nielsen	Nielsen, Jakob	Jakob <strong>Nielsen</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Designing Web Usability: The Practice of Simplicity</cite>, <span class='datepublished'>2000</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/156205810X/portablewisdo-20' class='isbn'>156205810X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2000</span> by <span class='rightsowner'>New Riders Publishing</span>
America	Barack Obama	2009 Inaugral Address	2	Speech		2009		The Makers of Things	<p> In reaffirming the greatness of our nation, we understand that greatness is never a given. It must be earned. Our journey has never been one of shortcuts or settling for less. It has not been the path for the faint-hearted &#8212; for those who prefer leisure over work, or seek only the pleasures of riches and fame. Rather, it has been the risk-takers, the doers, the makers of things &#8212; some celebrated but more often men and women obscure in their labor, who have carried us up the long, rugged path towards prosperity and freedom. </p>		http://www.whitehouse.gov/blog/inaugural-address/		http://www.whitehouse.gov/blog/inaugural-address/		2009-04-02T19:50:16-07:00		179				barack-obama	Barack_Obama	Obama, Barack	Barack <strong>Obama</strong>	america.html	america.html	the <span class='sourcetype'>Speech</span> <cite class='majortitle'><a href='http://www.whitehouse.gov/blog/inaugural-address/' rel='source'>2009 Inaugral Address</a></cite>, <span class='datepublished'>2009</span>	
Pagan Tuna	Barack Obama	2009 Inaugral Address	2	Speech		2009		The Makers of Things	<p> In reaffirming the greatness of our nation, we understand that greatness is never a given. It must be earned. Our journey has never been one of shortcuts or settling for less. It has not been the path for the faint-hearted &#8212; for those who prefer leisure over work, or seek only the pleasures of riches and fame. Rather, it has been the risk-takers, the doers, the makers of things &#8212; some celebrated but more often men and women obscure in their labor, who have carried us up the long, rugged path towards prosperity and freedom. </p>		http://www.whitehouse.gov/blog/inaugural-address/		http://www.whitehouse.gov/blog/inaugural-address/		2009-04-02T19:50:16-07:00		179				barack-obama	Barack_Obama	Obama, Barack	Barack <strong>Obama</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Speech</span> <cite class='majortitle'><a href='http://www.whitehouse.gov/blog/inaugural-address/' rel='source'>2009 Inaugral Address</a></cite>, <span class='datepublished'>2009</span>	
Practopian	Barack Obama	2009 Inaugral Address	2	Speech		2009		The Makers of Things	<p> In reaffirming the greatness of our nation, we understand that greatness is never a given. It must be earned. Our journey has never been one of shortcuts or settling for less. It has not been the path for the faint-hearted &#8212; for those who prefer leisure over work, or seek only the pleasures of riches and fame. Rather, it has been the risk-takers, the doers, the makers of things &#8212; some celebrated but more often men and women obscure in their labor, who have carried us up the long, rugged path towards prosperity and freedom. </p>		http://www.whitehouse.gov/blog/inaugural-address/		http://www.whitehouse.gov/blog/inaugural-address/		2009-04-02T19:50:16-07:00		179				barack-obama	Barack_Obama	Obama, Barack	Barack <strong>Obama</strong>	practopian.html	practopian.html	the <span class='sourcetype'>Speech</span> <cite class='majortitle'><a href='http://www.whitehouse.gov/blog/inaugural-address/' rel='source'>2009 Inaugral Address</a></cite>, <span class='datepublished'>2009</span>	
Business	Tom Peters and Robert H. Waterman Jr.	In Search of Excellence: Lessons from America”s Best-Run Companies	3	Book	Copyright	1976	0446385077	Freedom of Expression in Business	<p> ...note that this implicit recognition of the right-side traits by the excellent companies is directly at the expense of more traditional left-brain business practices: causes to fight for are a long way from thirty quarterly MBO objectives. The intimate team or small division ignores scale economies. Allowing freedom of expression by thousands of quality circles flies in the face of the &#8216;one best way&#8217; of traditional production organization. </p>	Thomas J. Peters and Robert H. Waterman, Jr.					2006-11-30T14:29:32-08:00		181				tom-peters-and-robert-h-waterman-jr	Tom_Peters_and_Robert_H._Waterman_Jr.	Peters, Tom and Waterman Jr., Robert H.	Tom <strong>Peters</strong> and Robert H. <strong>Waterman Jr.</strong>	business.html	business.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>In Search of Excellence: Lessons from America”s Best-Run Companies</cite>, <span class='datepublished'>1976</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0446385077/portablewisdo-20' class='isbn'>0446385077</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1976</span> by <span class='rightsowner'>Thomas J. Peters and Robert H. Waterman, Jr.</span>
Pagan Tuna	Tom Peters and Robert H. Waterman Jr.	In Search of Excellence: Lessons from America”s Best-Run Companies	3	Book	Copyright	1976	0446385077	Freedom of Expression in Business	<p> ...note that this implicit recognition of the right-side traits by the excellent companies is directly at the expense of more traditional left-brain business practices: causes to fight for are a long way from thirty quarterly MBO objectives. The intimate team or small division ignores scale economies. Allowing freedom of expression by thousands of quality circles flies in the face of the &#8216;one best way&#8217; of traditional production organization. </p>	Thomas J. Peters and Robert H. Waterman, Jr.					2006-11-30T14:29:32-08:00		181				tom-peters-and-robert-h-waterman-jr	Tom_Peters_and_Robert_H._Waterman_Jr.	Peters, Tom and Waterman Jr., Robert H.	Tom <strong>Peters</strong> and Robert H. <strong>Waterman Jr.</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>In Search of Excellence: Lessons from America”s Best-Run Companies</cite>, <span class='datepublished'>1976</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0446385077/portablewisdo-20' class='isbn'>0446385077</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1976</span> by <span class='rightsowner'>Thomas J. Peters and Robert H. Waterman, Jr.</span>
Practopian	Tom Peters and Robert H. Waterman Jr.	In Search of Excellence: Lessons from America”s Best-Run Companies	3	Book	Copyright	1976	0446385077	Freedom of Expression in Business	<p> ...note that this implicit recognition of the right-side traits by the excellent companies is directly at the expense of more traditional left-brain business practices: causes to fight for are a long way from thirty quarterly MBO objectives. The intimate team or small division ignores scale economies. Allowing freedom of expression by thousands of quality circles flies in the face of the &#8216;one best way&#8217; of traditional production organization. </p>	Thomas J. Peters and Robert H. Waterman, Jr.					2006-11-30T14:29:32-08:00		181				tom-peters-and-robert-h-waterman-jr	Tom_Peters_and_Robert_H._Waterman_Jr.	Peters, Tom and Waterman Jr., Robert H.	Tom <strong>Peters</strong> and Robert H. <strong>Waterman Jr.</strong>	practopian.html	practopian.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>In Search of Excellence: Lessons from America”s Best-Run Companies</cite>, <span class='datepublished'>1976</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0446385077/portablewisdo-20' class='isbn'>0446385077</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1976</span> by <span class='rightsowner'>Thomas J. Peters and Robert H. Waterman, Jr.</span>
autonomy	Tom Peters and Robert H. Waterman Jr.	In Search of Excellence: Lessons from America”s Best-Run Companies	3	Book	Copyright	1976	0446385077	Freedom of Expression in Business	<p> ...note that this implicit recognition of the right-side traits by the excellent companies is directly at the expense of more traditional left-brain business practices: causes to fight for are a long way from thirty quarterly MBO objectives. The intimate team or small division ignores scale economies. Allowing freedom of expression by thousands of quality circles flies in the face of the &#8216;one best way&#8217; of traditional production organization. </p>	Thomas J. Peters and Robert H. Waterman, Jr.					2006-11-30T14:29:32-08:00		181				tom-peters-and-robert-h-waterman-jr	Tom_Peters_and_Robert_H._Waterman_Jr.	Peters, Tom and Waterman Jr., Robert H.	Tom <strong>Peters</strong> and Robert H. <strong>Waterman Jr.</strong>	autonomy.html	autonomy.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>In Search of Excellence: Lessons from America”s Best-Run Companies</cite>, <span class='datepublished'>1976</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0446385077/portablewisdo-20' class='isbn'>0446385077</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1976</span> by <span class='rightsowner'>Thomas J. Peters and Robert H. Waterman, Jr.</span>
Management	Tom Peters and Robert H. Waterman Jr.	In Search of Excellence: Lessons from America”s Best-Run Companies	3	Book	Copyright	1976	0446385077	We Like to Think of Ourselves as Winners	<p> The message that comes through so poignantly in the studies we reviewed is that we like to think of ourselves as winners. The lesson that the excellent companies have to teach is that there is no reason why we can't design systems that continually reinforce this notion; most of their people are made to feel that they are winners. Their populations are distributed around the normal curve, just like every other large population, but the difference is that their systems reinforce degrees of winning rather than degrees of losing. </p>	Thomas J. Peters and Robert H. Waterman, Jr.					2006-11-30T14:29:32-08:00		182				tom-peters-and-robert-h-waterman-jr	Tom_Peters_and_Robert_H._Waterman_Jr.	Peters, Tom and Waterman Jr., Robert H.	Tom <strong>Peters</strong> and Robert H. <strong>Waterman Jr.</strong>	management.html	management.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>In Search of Excellence: Lessons from America”s Best-Run Companies</cite>, <span class='datepublished'>1976</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0446385077/portablewisdo-20' class='isbn'>0446385077</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1976</span> by <span class='rightsowner'>Thomas J. Peters and Robert H. Waterman, Jr.</span>
Pagan Tuna	Tom Peters and Robert H. Waterman Jr.	In Search of Excellence: Lessons from America”s Best-Run Companies	3	Book	Copyright	1976	0446385077	We Like to Think of Ourselves as Winners	<p> The message that comes through so poignantly in the studies we reviewed is that we like to think of ourselves as winners. The lesson that the excellent companies have to teach is that there is no reason why we can't design systems that continually reinforce this notion; most of their people are made to feel that they are winners. Their populations are distributed around the normal curve, just like every other large population, but the difference is that their systems reinforce degrees of winning rather than degrees of losing. </p>	Thomas J. Peters and Robert H. Waterman, Jr.					2006-11-30T14:29:32-08:00		182				tom-peters-and-robert-h-waterman-jr	Tom_Peters_and_Robert_H._Waterman_Jr.	Peters, Tom and Waterman Jr., Robert H.	Tom <strong>Peters</strong> and Robert H. <strong>Waterman Jr.</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>In Search of Excellence: Lessons from America”s Best-Run Companies</cite>, <span class='datepublished'>1976</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0446385077/portablewisdo-20' class='isbn'>0446385077</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1976</span> by <span class='rightsowner'>Thomas J. Peters and Robert H. Waterman, Jr.</span>
Practopian	Tom Peters and Robert H. Waterman Jr.	In Search of Excellence: Lessons from America”s Best-Run Companies	3	Book	Copyright	1976	0446385077	We Like to Think of Ourselves as Winners	<p> The message that comes through so poignantly in the studies we reviewed is that we like to think of ourselves as winners. The lesson that the excellent companies have to teach is that there is no reason why we can't design systems that continually reinforce this notion; most of their people are made to feel that they are winners. Their populations are distributed around the normal curve, just like every other large population, but the difference is that their systems reinforce degrees of winning rather than degrees of losing. </p>	Thomas J. Peters and Robert H. Waterman, Jr.					2006-11-30T14:29:32-08:00		182				tom-peters-and-robert-h-waterman-jr	Tom_Peters_and_Robert_H._Waterman_Jr.	Peters, Tom and Waterman Jr., Robert H.	Tom <strong>Peters</strong> and Robert H. <strong>Waterman Jr.</strong>	practopian.html	practopian.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>In Search of Excellence: Lessons from America”s Best-Run Companies</cite>, <span class='datepublished'>1976</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0446385077/portablewisdo-20' class='isbn'>0446385077</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1976</span> by <span class='rightsowner'>Thomas J. Peters and Robert H. Waterman, Jr.</span>
Software Development.Design	Mary Poppendieck and Tom Poppendieck	Lean Software Development: An Agile Toolkit	3	Book			0321150783	Evolving System Structures	<p> We need to adopt the attitude that the internal structure of a system will require continuous improvement as the system evolves. Refactoring &#8212; improving the design as the system develops &#8212; is not just for commercial software. Without continuous improvement, any software system will suffer. Internal structures will become calcified and fragile. In a surprisingly short time, the system will cease to be useful. </p>						2006-11-30T14:29:31-08:00		183				mary-poppendieck-and-tom-poppendieck	Mary_Poppendieck_and_Tom_Poppendieck	Poppendieck, Mary and Poppendieck, Tom	Mary <strong>Poppendieck</strong> and Tom <strong>Poppendieck</strong>	software-development-design.html	software-development-design.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Lean Software Development: An Agile Toolkit</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321150783/portablewisdo-20' class='isbn'>0321150783</a> 	
Pagan Tuna	Mary Poppendieck and Tom Poppendieck	Lean Software Development: An Agile Toolkit	3	Book			0321150783	Evolving System Structures	<p> We need to adopt the attitude that the internal structure of a system will require continuous improvement as the system evolves. Refactoring &#8212; improving the design as the system develops &#8212; is not just for commercial software. Without continuous improvement, any software system will suffer. Internal structures will become calcified and fragile. In a surprisingly short time, the system will cease to be useful. </p>						2006-11-30T14:29:31-08:00		183				mary-poppendieck-and-tom-poppendieck	Mary_Poppendieck_and_Tom_Poppendieck	Poppendieck, Mary and Poppendieck, Tom	Mary <strong>Poppendieck</strong> and Tom <strong>Poppendieck</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Lean Software Development: An Agile Toolkit</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321150783/portablewisdo-20' class='isbn'>0321150783</a> 	
Software Development.Requirements	Mary Poppendieck and Tom Poppendieck	Implementing Lean Software Development: From Concept to Cash	3	Book	Copyright	2007	0321437381	Puzzling Aspect of Waterfall Development	<p> One of the puzzling aspects of &#8216;waterfall&#8217; development is the idea that knowledge, in the form of &#8216;requirements,&#8217; exists prior to and separate from coding. Software development is a knowledge-creating process. While an overall architectural concept will be sketched out prior to coding, the validation of that architecture comes as the code is being written. In practice, the detailed design of software always occurs during coding, even if a detailed design document was written ahead of time. </p>	Pearson Education, Inc.					2006-11-30T14:29:31-08:00		184				mary-poppendieck-and-tom-poppendieck	Mary_Poppendieck_and_Tom_Poppendieck	Poppendieck, Mary and Poppendieck, Tom	Mary <strong>Poppendieck</strong> and Tom <strong>Poppendieck</strong>	software-development-requirements.html	software-development-requirements.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Implementing Lean Software Development: From Concept to Cash</cite>, <span class='datepublished'>2007</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321437381/portablewisdo-20' class='isbn'>0321437381</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Pearson Education, Inc.</span>
Pagan Tuna	Mary Poppendieck and Tom Poppendieck	Implementing Lean Software Development: From Concept to Cash	3	Book	Copyright	2007	0321437381	Puzzling Aspect of Waterfall Development	<p> One of the puzzling aspects of &#8216;waterfall&#8217; development is the idea that knowledge, in the form of &#8216;requirements,&#8217; exists prior to and separate from coding. Software development is a knowledge-creating process. While an overall architectural concept will be sketched out prior to coding, the validation of that architecture comes as the code is being written. In practice, the detailed design of software always occurs during coding, even if a detailed design document was written ahead of time. </p>	Pearson Education, Inc.					2006-11-30T14:29:31-08:00		184				mary-poppendieck-and-tom-poppendieck	Mary_Poppendieck_and_Tom_Poppendieck	Poppendieck, Mary and Poppendieck, Tom	Mary <strong>Poppendieck</strong> and Tom <strong>Poppendieck</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Implementing Lean Software Development: From Concept to Cash</cite>, <span class='datepublished'>2007</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321437381/portablewisdo-20' class='isbn'>0321437381</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Pearson Education, Inc.</span>
Lean	Mary Poppendieck and Tom Poppendieck	Implementing Lean Software Development: From Concept to Cash	3	Book	Copyright	2007	0321437381	The Most Fundamental Lean Measurement is Cycle Time	<p> The most fundamental lean measurement is cycle time: how long&#8212;on the average&#8212;does it take to go from concept to cash or from customer order to deployed software? This single measurement provides a system-level gauge of your process capability. In addition, it exposes every waste in the system: Every missing skill, weak capability, and defective implementation increases cycle time. </p> <p> The objective of a development organization is to first of all establish a repeatable, reliable cycle time for each classification of work, and then to reduce that cycle time through continuous improvement. This single measurement drives all manner of good behavior in every area of the organization, because it aligns everyone in making the right tradeoffs. </p>	Pearson Education, Inc.					2006-11-30T14:29:31-08:00		185				mary-poppendieck-and-tom-poppendieck	Mary_Poppendieck_and_Tom_Poppendieck	Poppendieck, Mary and Poppendieck, Tom	Mary <strong>Poppendieck</strong> and Tom <strong>Poppendieck</strong>	lean.html	lean.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Implementing Lean Software Development: From Concept to Cash</cite>, <span class='datepublished'>2007</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321437381/portablewisdo-20' class='isbn'>0321437381</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Pearson Education, Inc.</span>
Software Development	Mary Poppendieck and Tom Poppendieck	Implementing Lean Software Development: From Concept to Cash	3	Book	Copyright	2007	0321437381	The Most Fundamental Lean Measurement is Cycle Time	<p> The most fundamental lean measurement is cycle time: how long&#8212;on the average&#8212;does it take to go from concept to cash or from customer order to deployed software? This single measurement provides a system-level gauge of your process capability. In addition, it exposes every waste in the system: Every missing skill, weak capability, and defective implementation increases cycle time. </p> <p> The objective of a development organization is to first of all establish a repeatable, reliable cycle time for each classification of work, and then to reduce that cycle time through continuous improvement. This single measurement drives all manner of good behavior in every area of the organization, because it aligns everyone in making the right tradeoffs. </p>	Pearson Education, Inc.					2006-11-30T14:29:31-08:00		185				mary-poppendieck-and-tom-poppendieck	Mary_Poppendieck_and_Tom_Poppendieck	Poppendieck, Mary and Poppendieck, Tom	Mary <strong>Poppendieck</strong> and Tom <strong>Poppendieck</strong>	software-development.html	software-development.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Implementing Lean Software Development: From Concept to Cash</cite>, <span class='datepublished'>2007</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321437381/portablewisdo-20' class='isbn'>0321437381</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Pearson Education, Inc.</span>
Pagan Tuna	Mary Poppendieck and Tom Poppendieck	Implementing Lean Software Development: From Concept to Cash	3	Book	Copyright	2007	0321437381	The Most Fundamental Lean Measurement is Cycle Time	<p> The most fundamental lean measurement is cycle time: how long&#8212;on the average&#8212;does it take to go from concept to cash or from customer order to deployed software? This single measurement provides a system-level gauge of your process capability. In addition, it exposes every waste in the system: Every missing skill, weak capability, and defective implementation increases cycle time. </p> <p> The objective of a development organization is to first of all establish a repeatable, reliable cycle time for each classification of work, and then to reduce that cycle time through continuous improvement. This single measurement drives all manner of good behavior in every area of the organization, because it aligns everyone in making the right tradeoffs. </p>	Pearson Education, Inc.					2006-11-30T14:29:31-08:00		185				mary-poppendieck-and-tom-poppendieck	Mary_Poppendieck_and_Tom_Poppendieck	Poppendieck, Mary and Poppendieck, Tom	Mary <strong>Poppendieck</strong> and Tom <strong>Poppendieck</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Implementing Lean Software Development: From Concept to Cash</cite>, <span class='datepublished'>2007</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321437381/portablewisdo-20' class='isbn'>0321437381</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Pearson Education, Inc.</span>
Diversity	Jon Postel	Transmission Control Protocol Request For Comments RFC 793	3	unknown		1981		Postel’s Law	<p> Be conservative in what you do; be liberal in what you accept from others. </p>						2009-01-06T19:42:52-08:00		186				jon-postel	Jon_Postel	Postel, Jon	Jon <strong>Postel</strong>	diversity.html	diversity.html	<cite class='majortitle'>Transmission Control Protocol Request For Comments RFC 793</cite>, <span class='datepublished'>1981</span>	
Pagan Tuna	Jon Postel	Transmission Control Protocol Request For Comments RFC 793	3	unknown		1981		Postel’s Law	<p> Be conservative in what you do; be liberal in what you accept from others. </p>						2009-01-06T19:42:52-08:00		186				jon-postel	Jon_Postel	Postel, Jon	Jon <strong>Postel</strong>	pagan-tuna.html	pagan-tuna.html	<cite class='majortitle'>Transmission Control Protocol Request For Comments RFC 793</cite>, <span class='datepublished'>1981</span>	
Practopian	Jon Postel	Transmission Control Protocol Request For Comments RFC 793	3	unknown		1981		Postel’s Law	<p> Be conservative in what you do; be liberal in what you accept from others. </p>						2009-01-06T19:42:52-08:00		186				jon-postel	Jon_Postel	Postel, Jon	Jon <strong>Postel</strong>	practopian.html	practopian.html	<cite class='majortitle'>Transmission Control Protocol Request For Comments RFC 793</cite>, <span class='datepublished'>1981</span>	
Management	Eric S. Raymond	The Cathedral and the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary	3	Book	Copyright	1999	1565927249	Open Source Development Styles	<p> The fact that this bazaar style seemed to work, and work well, came as a distinct shock. As I learned my way around, I worked hard ... at trying to understand why the Linux world not only didn't fly apart in confusion, but seemed to go from strength to strength at a speed barely imaginable to cathedral-builders. </p>	Eric S. Raymond.					2006-11-30T14:29:31-08:00		187				eric-s-raymond	Eric_S._Raymond	Raymond, Eric S.	Eric S. <strong>Raymond</strong>	management.html	management.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Cathedral and the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1565927249/portablewisdo-20' class='isbn'>1565927249</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>Eric S. Raymond.</span>
Pagan Tuna	Eric S. Raymond	The Cathedral and the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary	3	Book	Copyright	1999	1565927249	Open Source Development Styles	<p> The fact that this bazaar style seemed to work, and work well, came as a distinct shock. As I learned my way around, I worked hard ... at trying to understand why the Linux world not only didn't fly apart in confusion, but seemed to go from strength to strength at a speed barely imaginable to cathedral-builders. </p>	Eric S. Raymond.					2006-11-30T14:29:31-08:00		187				eric-s-raymond	Eric_S._Raymond	Raymond, Eric S.	Eric S. <strong>Raymond</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Cathedral and the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1565927249/portablewisdo-20' class='isbn'>1565927249</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>Eric S. Raymond.</span>
Practopian	Eric S. Raymond	The Cathedral and the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary	3	Book	Copyright	1999	1565927249	Open Source Development Styles	<p> The fact that this bazaar style seemed to work, and work well, came as a distinct shock. As I learned my way around, I worked hard ... at trying to understand why the Linux world not only didn't fly apart in confusion, but seemed to go from strength to strength at a speed barely imaginable to cathedral-builders. </p>	Eric S. Raymond.					2006-11-30T14:29:31-08:00		187				eric-s-raymond	Eric_S._Raymond	Raymond, Eric S.	Eric S. <strong>Raymond</strong>	practopian.html	practopian.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Cathedral and the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1565927249/portablewisdo-20' class='isbn'>1565927249</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>Eric S. Raymond.</span>
Software Development	Jack W. Reeves	Code as Design	3	Essay	Copyright	Fall 1992		The Design Document is a Source Code Listing	<p> The final goal of any engineering activity is the some type of documentation. When a design effort is complete, the design documentation is turned over to the manufacturing team. This is a completely different group with completely different skills from the design team. If the design documents truly represent a complete design, the manufacturing team can proceed to build the product. In fact, they can proceed to build lots of the product, all without any further intervention of the designers. After reviewing the software development life cycle as I understood it, I concluded that the only software documentation that actually seems to satisfy the criteria of an engineering design is the source code listings. </p>	Jack W. Reeves	http://www.developerdotstar.com/mag/articles/reeves_design_main.html	What is Software Design?	http://www.developerdotstar.com/mag/articles/reeves_design_main.html		2012-11-11T12:54:44-08:00		269	Developer.*			jack-w-reeves	Jack_W._Reeves	Reeves, Jack W.	Jack W. <strong>Reeves</strong>	software-development.html	software-development.html	the <span class='sourcetype'>Essay</span> <cite class='majortitle'>Code as Design</cite>, <cite class='minortitle'>&#8220;What is Software Design?&#8221;</cite>, <span class='publisher'>Developer.*</span>, <span class='datepublished'>Fall 1992</span>	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>Fall 1992</span> by <span class='rightsowner'>Jack W. Reeves</span>
